fe,num_examples,baseline.fn,fn+exemplars,fn+exemplars+siblings,fn+exemplars+srl
Dimension;Object,19,0.256410256410256,0.342857142857143,0.333333333333333,0.342857142857143
Direction;Base_position,3,0,0,0,0
Direction;Path,4,0.75,0.75,0.75,0.75
Discussion;Interlocutor_1,1,0,1,0,0
Discussion;Interlocutor_2,1,0,0,0,0
Discussion;Interlocutors,14,0.235294117647059,0.782608695652174,0.75,0.782608695652174
Discussion;Place,1,0,0,0,0
Discussion;Purpose,2,0,0,0,0
Discussion;Time,3,0,0.5,0.5,0
Discussion;Topic,2,0.153846153846154,0.5,0.4,0.5
Disembarking;Place,7,0,0,0,0
Disembarking;Traveller,7,0,0,0,0
Disembarking;Vehicle,7,0,0,0,0
Dispersal;Goal_area,1,0,0,0,0
Dispersal;Individuals,1,1,1,1,1
Documents;Bearer,1,1,0,0,0
Documents;Document,5,0.888888888888889,0.888888888888889,1,0.888888888888889
Documents;Issuer,1,0,0,0,0
Documents;Obligation,1,0,0,0,0
Dominate_situation;Agent,1,0,1,1,1
Dominate_situation;Situation,1,0,1,1,1
Duplication;Copy,1,0,1,1,1
Duplication;Original,1,1,1,1,1
Duration_attribute;Eventuality,3,0,0.4,0.4,0.4
Earnings_and_losses;Earner,9,0,0,0.2,0
Earnings_and_losses;Earnings,16,0.193548387096774,0.16,0.153846153846154,0.16
Earnings_and_losses;Goods,1,0,0,0,0
Earnings_and_losses;Time,5,0,0,0,0
Economy;Economy,22,0.893617021276596,0.869565217391304,0.869565217391304,0.869565217391304
Economy;Political_region,3,0.444444444444444,0,0,0
Education_teaching;Fact,1,0,0,0,0
Education_teaching;Place,1,1,0,0,0
Education_teaching;Role,1,0,0,0,0
Education_teaching;Student,4,0.75,0.857142857142857,0.75,0.857142857142857
Education_teaching;Subject,1,0,0,0,0
Education_teaching;Teacher,2,0,0,0,0
Electricity;Electricity,14,0.928571428571429,0.96551724137931,0.96551724137931,0.96551724137931
Electricity;Source,8,0.705882352941177,0.625,0.705882352941177,0.625
Emotion_directed;Circumstances,1,0,1,1,1
Emotion_directed;Empathy_target,1,0,0,0,0
Emotion_directed;Event,1,0,0,0,0
Emotion_directed;Experiencer,6,0.363636363636364,0.461538461538462,0.461538461538462,0.5
Emotion_directed;State,1,0,0,0,0
Emotion_directed;Stimulus,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Emotion_directed;Topic,1,0,0,0,0
Employing;Employee,1,1,1,0,1
Encoding;Manner,1,1,1,1,1
Encoding;Message,1,0,0,0,0
Estimated_value;Cognizer,1,0,0,0,0
Estimated_value;Estimation,1,0,0,0,0
Estimated_value;Question,2,0,0,0,0
Estimating;Estimation,2,0,0,0,0
Evaluative_comparison;Profiled_item,2,0,0.666666666666667,0.666666666666667,0.666666666666667
Evaluative_comparison;Standard_attribute,1,0,0,0,0
Evaluative_comparison;Standard_item,1,0,0,0,0
Event;Event,13,0.769230769230769,0.769230769230769,0.769230769230769,0.846153846153846
Event;Reason,1,0,0,0,0
Event;Time,8,0.2,0,0,0
Evidence;Means,1,0,0,0,0
Evidence;Proposition,12,0.818181818181818,0.8,0.8,0.75
Evidence;Support,9,0.421052631578947,0.352941176470588,0.352941176470588,0.333333333333333
Execution;Executed,1,0,1,1,1
Execution;Reason,1,0,0,1,0
Exertive_force;Entity,3,0.5,0.8,1,1
Existence;Circumstances,2,0,0,0,0
Existence;Concessive,1,0,0,0,0
Existence;Depictive,1,0,0,0,0
Existence;Duration,1,0,0,0,0
Existence;Entity,49,0.551020408163265,0.536082474226804,0.551020408163265,0.577319587628866
Existence;Place,6,0,0,0,0
Existence;Time,5,0.285714285714286,0,0,0
Expansion;Item,3,0.8,1,1,1
Expansion;Manner,1,0,0,0,0
Expectation;Phenomenon,1,0,0,0,0
Expected_location_of_person;Duration,1,0,0,0,0
Expected_location_of_person;Location,1,0,0,0,0
Expensiveness;Asset,3,0,0,0,0
Expensiveness;Goods,3,0.285714285714286,0.4,0.4,0.333333333333333
Expensiveness;Intended_event,2,0,0,0,0
Expensiveness;Payer,1,0,0,0,0
Experiencer_focus;Content,6,0.285714285714286,0.666666666666667,0.666666666666667,0.833333333333333
Experiencer_focus;Degree,1,0,1,1,1
Experiencer_focus;Experiencer,4,0.888888888888889,0.8,0.8,0.8
Experiencer_focus;Reason,1,0,0,0,0
Experiencer_obj;Experiencer,1,1,0,0,0
Experiencer_obj;Stimulus,2,0.5,0.5,0.5,0.5
Expertise;Knowledge,2,1,0,0,0
Exporting;Exporter,1,1,0,0,1
Exporting;Goods,1,0,0,0,0
Exporting;Importing_area,1,0,0,0,0
Fairness_evaluation;Action,1,0,1,1,1
Fairness_evaluation;Actor,1,0,0,0,0
Fame;Degree,1,0,0,0,0
Fame;Entity,3,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667
Familiarity;Cognizer,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Familiarity;Entity,3,0.333333333333333,0.857142857142857,1,0.857142857142857
Fastener;Fastener,1,0,1,1,1
Filling;Agent,2,1,1,1,1
Filling;Goal,4,0.571428571428572,0.75,1,1
Filling;Theme,3,0.857142857142857,1,1,1
Filling;Time,1,0,0,0,0
Finish_competition;Competition,1,1,1,1,1
Finish_competition;Competitor,1,1,1,1,1
First_experience;Experience,2,0,0,0,0
First_rank;Item,2,0.666666666666667,0.5,0.5,0.5
Fluidic_motion;Fluid,1,1,0,0,0
Food;Food,9,0.947368421052632,0.333333333333333,0.571428571428571,0.333333333333333
Food;Type,2,0,0,0.666666666666667,0
Foreign_or_domestic_country;Current_country,2,1,1,1,1
Frequency;Attribute,1,0,0,0,0
Frequency;Degree,2,0,0,0,0
Frequency;Event,16,0.125,0.181818181818182,0.171428571428571,0.181818181818182
Frequency;Interval,8,0.545454545454545,0,0,0
Frequency;Rate,1,0,0,0,0
Getting;Place,2,0,0,0,0
Getting;Purpose,1,0,1,1,0
Getting;Reason,1,0,0,1,0
Getting;Recipient,15,0.758620689655172,0.838709677419355,0.838709677419355,0.827586206896552
Getting;Theme,16,0.75,0.8125,0.8125,0.875
Getting;Time,3,0,0,0,0
Giving;Donor,9,0.4,0.4,0.533333333333333,0.571428571428571
Giving;Recipient,9,0.615384615384615,0.625,0.8,0.875
Giving;Theme,7,0.266666666666667,0.333333333333333,0.2,0.315789473684211
Gizmo;Gizmo,3,0.285714285714286,0.4,0.363636363636364,0.363636363636364
Gizmo;Use,4,0.571428571428572,0.666666666666667,0.571428571428572,0.666666666666667
Gizmo;User,1,0,0,0,0
Goal;Landmark,21,0.837209302325581,0.80952380952381,0.837209302325581,0.744186046511628
Goal;Time,1,0,0,0,0
Goal;Trajector,20,0.342857142857143,0.342857142857143,0.342857142857143,0.342857142857143
Going_back_on_a_commitment;Commitment,1,0,0,0,0
Going_back_on_a_commitment;Explanation,1,0,0,0,0
Going_back_on_a_commitment;Protagonist,1,1,1,1,1
Going_back_on_a_commitment;Time,1,0,0,0,0
Grant_permission;Action,10,0.117647058823529,0.421052631578947,0.526315789473684,0.5
Grant_permission;Grantee,8,0.714285714285714,0.533333333333333,0.533333333333333,0.8
Grant_permission;Grantor,8,0.533333333333333,0.571428571428572,0.625,0.769230769230769
Grant_permission;Time,2,0.5,0.666666666666667,0,0.666666666666667
Grasp;Cognizer,4,1,1,1,1
Grasp;Phenomenon,4,0.75,1,1,1
Guilt_or_innocence;Accused,1,0,0,0,0
Halt;Depictive,11,0,0,0,0
Halt;Explanation,1,0,0,0,0
Halt;Period_of_iterations,1,0,0,0,0
Halt;Place,4,0.533333333333333,0.533333333333333,0.5,0.533333333333333
Halt;Theme,12,1,1,1,1
Halt;Time,7,0.777777777777778,0,0,0
Have_as_requirement;Dependent,1,1,1,1,1
Have_as_requirement;Requirement,1,0,1,1,1
Have_associated;Entity,3,1,1,1,1
Have_associated;Topical_entity,3,1,1,1,1
Having_or_lacking_access;Theme,1,0,0,0,0
Having_or_lacking_access;Useful_location,1,1,1,1,1
Hear;Hearer,3,1,1,1,1
Hear;Message,1,0,0,0.666666666666667,0
Hear;Period_of_iterations,1,0,0,0,0
Hear;Speaker,3,0,0,0,0
Hear;Time,1,0,0,0,0
Hear;Topic,1,0,0,0,0
Hindering;Action,1,0,1,1,1
Historic_event;Entity,1,0,0,0,0
History;Topic,3,0,0,0,0
Holding_off_on;Agent,2,0,0.8,0.8,0.8
Holding_off_on;End_point,3,0,0,0,0
Hostile_encounter;Duration,1,0,0,0,0
Hostile_encounter;Issue,3,0,0,0,0
Hostile_encounter;Means,1,0,0,0,0
Hostile_encounter;Place,8,0,0,0,0
Hostile_encounter;Side_1,8,0.4,0.933333333333333,0.933333333333333,0.2
Hostile_encounter;Side_2,9,0,0.588235294117647,0.588235294117647,0.588235294117647
Hostile_encounter;Sides,2,0,0.666666666666667,0.666666666666667,0.666666666666667
Hostile_encounter;Time,1,0,0,1,0
Identicality;Current_instance,3,0,0,0,0
Identicality;Previous_instance,1,0,0,0,0
Identicality;Set_of_instances,1,0,0,0,0
Identicality;Type,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Idiosyncrasy;Entity,1,0,0,0,0
Immobilization;Patient,1,0,0,1,1
Immobilization;Place,1,0,0,0,0
Importance;Degree,3,1,1,1,1
Importance;Factor,25,0.705882352941177,0.692307692307692,0.692307692307692,0.705882352941177
Importance;Field,1,0,0,0,0
Importance;Reason,1,0,1,1,1
Importance;Time,2,0,0,0,0
Importance;Undertaking,3,0,0,0,0
Inclusion;Part,22,0.790697674418605,0.790697674418605,0.837209302325581,0.863636363636364
Inclusion;Total,22,0.318181818181818,0.27906976744186,0.27906976744186,0.418604651162791
Increment;Added_set,7,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444
Increment;Class,30,0.566666666666667,0.576271186440678,0.533333333333333,0.576271186440678
Increment;Increment,1,0,0,0,0
Indigenous_origin;Entity,1,0,0,0,0
Indigenous_origin;Origin,1,0,0,0,0
Information;Cognizer,4,0,0,0,0
Information;Information,4,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Information;Source,1,0,0,0,0
Information;Topic,2,0,0,0,0
Infrastructure;Infrastructure,1,0,1,1,1
Infrastructure;Resource,1,0,0,0,0
Ingestion;Ingestibles,1,0,0,0,0
Ingestion;Ingestor,1,0,0,0,0
Ingredients;Material,4,1,1,1,1
Ingredients;Product,1,1,0,1,1
Ingredients;Type,1,1,0,0,0
Ingredients;Use,1,0,0,0,0
Inhibit_movement;Theme,1,1,1,1,1
Inspecting;Ground,2,0.666666666666667,1,1,0.666666666666667
Inspecting;Inspector,4,0.333333333333333,0.571428571428572,0.571428571428572,0.571428571428572
Inspecting;Time,1,0,0,0,0
Installing;Agent,1,0,0,0,0
Installing;Component,1,0,0,0,0
Installing;Purpose,1,0,0,0,0
Instance;Instance,2,0.666666666666667,1,1,1
Institutions;Institution,1,0,1,1,1
Intentionally_act;Act,22,0.465116279069767,0.521739130434783,0.478260869565217,0.5
Intentionally_act;Agent,20,0.777777777777778,0.666666666666667,0.736842105263158,0.722222222222222
Intentionally_act;Manner,1,0,0,0,0
Intentionally_act;Particular_iteration,1,0,0,0,0
Intentionally_act;Place,1,0,0,0,0
Intentionally_act;Purpose,5,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
Intentionally_act;Time,3,0,0,0,0
Intentionally_affect;Agent,1,1,1,1,1
Intentionally_affect;Event,1,0,0,0,0
Intentionally_affect;Patient,1,0,1,1,1
Intentionally_affect;Time,1,0,0,0,0
Intentionally_create;Created_entity,13,0.5,0.583333333333333,0.5,0.56
Intentionally_create;Creator,6,0.714285714285714,0.833333333333333,0.833333333333333,0.8
Intentionally_create;Place,4,0,0,0.333333333333333,0
Intentionally_create;Purpose,2,0.666666666666667,0,0,0
Intentionally_create;Time,4,0.333333333333333,0.4,0.571428571428572,0
Intercepting;Interceptor,2,0,1,1,1
Intercepting;Theme,2,0.5,0.5,0.5,0
Intercepting;Time,2,1,1,1,1
Invading;Invader,2,0,0,0,0
Invading;Land,2,1,1,1,1
Judgment;Cognizer,1,1,1,1,1
Judgment_communication;Communicator,5,0.5,0.545454545454545,0.545454545454545,0.545454545454545
Judgment_communication;Evaluee,9,0.588235294117647,0.777777777777778,0.777777777777778,1
Judgment_communication;Reason,3,0.4,0,0,0
Judgment_communication;Topic,3,0,0,0,0
Judgment_direct_address;Addressee,3,0,0,0.285714285714286,0
Judgment_direct_address;Degree,2,0,0,0,0
Judgment_direct_address;Reason,1,0,0,0,0
Judicial_body;Judicial_body,7,0.923076923076923,0.923076923076923,1,1
Judicial_body;Task,1,0,0,0,0
Justifying;Act,1,0,1,1,1
Kidnapping;Perpetrator,2,0,0,0,0
Kidnapping;Time,1,0,0,0,0
Kidnapping;Victim,4,0.333333333333333,0.5,0.5,0.75
Killing;Cause,1,0,0,0,0
Killing;Degree,1,0,0,0,0
Killing;Depictive,1,0,0,0,0
Killing;Killer,12,0,0.235294117647059,0.235294117647059,0.266666666666667
Killing;Place,7,0,0,0,0
Killing;Reason,1,0,0,0,0
Killing;Time,10,0,0,0.181818181818182,0
Killing;Victim,20,0.578947368421053,0.651162790697674,0.681818181818182,0.577777777777778
Kinship;Alter,39,0.716417910447761,0.826666666666667,0.831168831168831,0.826666666666667
Kinship;Descriptor,5,0,0,0,0
Kinship;Ego,13,0.363636363636364,0.6,0.545454545454546,0.580645161290323
Kinship;Relatives,2,0.363636363636364,0.333333333333333,0.333333333333333,0.333333333333333
Law;Creator,3,0,0,0.5,0
Law;Law,6,1,1,1,1
Law;Required,1,0,0,0,0
Law;Type,2,0,0,0,0
Leadership;Activity,2,0,0,0,0
Leadership;Descriptor,3,0,0,0,0
Leadership;Domain,1,0,0,0,0
Leadership;Governed,31,0.472727272727273,0.448275862068966,0.433333333333333,0.448275862068966
Leadership;Leader,67,0.611940298507463,0.551181102362205,0.551181102362205,0.5625
Leadership;Role,2,0,0,0,0
Leadership;Type,1,0,0,0,0
Likelihood;Hypothetical_event,28,0,0.140350877192982,0.140350877192982,0.140350877192982
Lively_place;Individuals,1,0,0,0,0
Lively_place;Location,3,0,0,0,0
Locale_by_event;Defining_event,1,0,1,1,1
Locale_by_event;Locale,1,1,1,1,1
Locale_by_ownership;Descriptor,1,0,0,0,0
Locale_by_ownership;Locale,1,1,1,1,1
Locale_by_use;Circumstances,1,0,0,0,0
Locale_by_use;Constituent_parts,4,0,0,0,0
Locale_by_use;Container_possessor,7,0,0,0,0
Locale_by_use;Descriptor,20,0.24,0.0952380952380952,0.0869565217391304,0.0952380952380952
Locale_by_use;Formational_cause,1,1,0,0,0
Locale_by_use;Locale,130,0.977272727272727,0.96969696969697,0.96969696969697,0.96969696969697
Locale_by_use;Name,13,0.470588235294118,0.375,0.444444444444444,0.266666666666667
Locale_by_use;Relative_location,1,0,0,0,0
Locale_by_use;Use,54,0.240963855421687,0.279569892473118,0.351648351648352,0.304347826086957
Locating;Ground,3,0,0,0,0
Locating;Location,2,0,0,0,0
Locating;Perceiver,10,0.75,0.947368421052632,0.947368421052632,0.888888888888889
Locating;Sought_entity,10,0.526315789473684,0.444444444444444,0.555555555555556,0.555555555555556
Locative_relation;Direction,3,0,0,0,0
Locative_relation;Distance,2,0,0,0,0
Locative_relation;Figure,142,0.421818181818182,0.416961130742049,0.47887323943662,0.421052631578947
Locative_relation;Figures,8,0,0,0,0
Locative_relation;Ground,157,0.803858520900322,0.832258064516129,0.817891373801917,0.774193548387097
Locative_relation;Time,23,0,0,0,0
Luck;State_of_affairs,1,0,0,0,0
Make_agreement_on_action;Obligation,5,0.75,0.75,0.75,0.75
Make_agreement_on_action;Parties,2,0,0,0,0
Make_agreement_on_action;Party_1,3,0.4,0.333333333333333,0.333333333333333,0.333333333333333
Make_agreement_on_action;Party_2,1,1,1,1,1
Make_agreement_on_action;Topic,1,0,0,0,0
Make_noise;Addressee,1,0,0,0,0
Make_noise;Sound,1,0,0.5,0.5,0.5
Make_noise;Sound_source,2,0,0.4,0.4,0.4
Manipulate_into_doing;Manipulator,2,0,0,0,0
Manipulate_into_doing;Manner,2,0,0,0,0
Manipulate_into_doing;Resulting_action,2,0,1,1,1
Manipulate_into_doing;Victim,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Manufacturing;Factory,1,0,0,0,0
Manufacturing;Manufacturer,14,0.5,0.526315789473684,0.5,0.526315789473684
Manufacturing;Place,1,0,0,0,0
Manufacturing;Product,21,0.615384615384615,0.65,0.714285714285714,0.75
Manufacturing;Time,2,1,0,0,0
Means;Means,4,0.5,0.25,0.25,0.25
Means;Purpose,3,0,0.4,0.4,0.333333333333333
Measure_area;Area,2,0,0.5,0,0.5
Measure_area;Count,4,1,0.75,0.75,0.75
Measure_area;Unit,4,1,1,1,1
Measure_duration;Count,31,0.666666666666667,0.617647058823529,0.704225352112676,0.626865671641791
Measure_duration;Process,10,0.588235294117647,0.842105263157895,0.9,0.181818181818182
Measure_duration;Unit,43,0.966292134831461,0.966292134831461,0.966292134831461,0.966292134831461
Measure_linear_extent;Count,3,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286
Measure_linear_extent;Dimension,2,0,0,0,0
Measure_linear_extent;Unit,5,1,1,1,1
Measure_mass;Count,4,0.75,0.285714285714286,0.5,0.285714285714286
Measure_mass;Stuff,2,0,0,0,0
Measure_mass;Unit,4,1,1,1,1
Medical_conditions;Ailment,3,0.8,1,1,1
Medical_conditions;Degree,1,0,0,0,0
Medical_conditions;Name,1,0,0,0,0
Medical_conditions;Symptom,1,0,0,0,0
Medical_specialties;Specialty,2,0.8,0.8,0.8,0.8
Membership;Group,6,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333
Membership;Member,6,0.285714285714286,0.153846153846154,0.142857142857143,0.307692307692308
Mental_property;Protagonist,4,0,0.666666666666667,0.666666666666667,0
Mental_stimulus_stimulus_focus;Degree,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Mental_stimulus_stimulus_focus;Reason,1,0,0,0,0
Mental_stimulus_stimulus_focus;Stimulus,5,0,0.181818181818182,0.181818181818182,0.181818181818182
Military;Domain,1,0,0,0,0
Military;Force,8,0.941176470588235,0.875,0.941176470588235,0.823529411764706
Military;Goal,1,0,0,0,0
Military;Possessor,2,0.8,0.5,0.4,0.666666666666667
Money;Money,11,1,1,1,1
Morality_evaluation;Evaluee,2,0.5,0,0,0
Motion;Direction,1,0,0,0,0
Motion_directional;Goal,3,0,0,0,0
Motion_directional;Theme,3,0,1,1,1
Motion_directional;Time,3,0,0,1,0
Moving_in_place;Fixed_location,1,0,0,0,0
Moving_in_place;Place,1,0,0,0,0
Moving_in_place;Theme,1,1,0.5,0.5,0.5
Natural_features;Container_possessor,1,0,0,0,0
Natural_features;Descriptor,1,0,0,0,0
Natural_features;Locale,27,1,1,1,1
Natural_features;Name,10,0.533333333333333,0.5,0.555555555555556,0.5
Natural_features;Relative_location,3,0,0,0.4,0
Needing;Cognizer,6,1,1,1,1
Needing;Dependent,3,0.5,0.8,0.8,0.8
Needing;Frequency,2,0,0,0,0
Needing;Requirement,6,0.615384615384615,0.8,0.8,0.666666666666667
Needing;Time,1,0,0,0,0
Network;Descriptor,2,0,0,0,0
Network;Network,2,1,1,1,1
Network;Possessor,1,0,0,0,0
Noise_makers;Noise_maker,1,1,1,1,1
Notification_of_charges;Charges,1,1,0,0,1
Objective_influence;Dependent_entity,1,0,0,0,0
Objective_influence;Dependent_variable,1,0,0,0,0
Objective_influence;Influencing_entity,2,0,0,0,0
Objective_influence;Influencing_situation,1,1,0,1,0
Objective_influence;Manner,1,0,0,0,0
Observable_body_parts;Body_part,8,0.857142857142857,1,1,1
Observable_body_parts;Possessor,4,0.5,0.4,0.5,0.363636363636364
Obviousness;Degree,2,0,0.666666666666667,0.666666666666667,0.666666666666667
Obviousness;Evidence,1,0,0,0,0
Obviousness;Phenomenon,6,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333
Obviousness;Time,2,0,0,0,0
Offering;Offerer,3,0,0,0,0
Offering;Theme,3,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333
Openness;Barrier,4,0,0,0,0
Openness;Theme,1,0,0,0,0
Openness;Useful_location,1,0,0,0,0
Operate_vehicle;Driver,1,0,0,0.5,0.5
Operate_vehicle;Goal,1,0,0.666666666666667,0.666666666666667,0
Operate_vehicle;Vehicle,1,0,0.5,0.5,0.5
Operating_a_system;Manner,1,0,0,0,0
Operating_a_system;Operator,1,0.666666666666667,1,1,1
Operating_a_system;System,2,1,0.666666666666667,0.5,0.5
Operational_testing;Product,4,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
Operational_testing;Tester,2,1,1,0.666666666666667,0.666666666666667
Operational_testing;Time,2,0.5,1,1,1
Opinion;Cognizer,10,0.777777777777778,0.7,0.7,0.7
Opinion;Opinion,12,0.315789473684211,0.571428571428572,0.571428571428572,0.571428571428572
Ordinal_numbers;Basis_of_order,2,0,0,0,0
Ordinal_numbers;Item,6,0,0,0,0
Ordinal_numbers;Type,8,0.363636363636364,0.307692307692308,0.285714285714286,0.307692307692308
Organization;Members,1,0,0,0,0
Organization;Name,2,0,0,0,0
Organization;Organization,7,0.923076923076923,1,1,1
Organization;Purpose,1,0,0,0,0
Origin;Entity,35,0.714285714285714,0.628571428571429,0.628571428571429,0.657142857142857
Origin;Origin,35,0.942857142857143,0.685714285714286,0.657142857142857,0.657142857142857
Participation;Event,3,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
Participation;Manner,2,0,0,0,0
Participation;Participant_1,3,0,0.5,0.5,0.5
Partitive;Group,8,0.588235294117647,0.705882352941177,0.588235294117647,0.705882352941177
Partitive;Subset,8,0.777777777777778,0.625,0.823529411764706,0.75
Path_shape;Degree,1,0,0,0,0
Path_shape;Direction,1,0,0,0,0
Path_shape;Path,1,0,1,1,1
Path_shape;Road,3,0,0.666666666666667,0.666666666666667,0.666666666666667
Path_traveled;Theme,1,1,0,0,0
People;Age,1,0,1,1,1
People_by_age;Age,3,0,0,0,0
People_by_age;Descriptor,7,0,0.25,0.444444444444444,0
People_by_age;Person,21,0.851063829787234,0.723404255319149,0.808510638297872,0.723404255319149
People_by_jurisdiction;Jurisdiction,3,0,0,0,0
People_by_jurisdiction;Person,3,0,1,1,1
People_by_morality;Descriptor,1,0,0,0,0
People_by_morality;Person,1,1,1,1,1
People_by_origin;Origin,1,0,0,0,0
People_by_origin;Person,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
People_by_religion;Person,4,1,1,0.75,1
People_by_residence;Indicated_resident,1,0,0,0,0
People_by_residence;Residents,2,0,0,0,0
People_by_vocation;Descriptor,1,0,0,0,0
People_by_vocation;Ethnicity,3,0,0,0,0
People_by_vocation;Origin,1,0,0,0,0
People_by_vocation;Person,10,0.952380952380952,0.571428571428571,0.857142857142857,0.571428571428571
Perception_active;Direction,1,0,1,1,1
Perception_active;Perceiver_agentive,3,1,0.75,0.5,0.75
Perception_active;Phenomenon,4,0,0.25,0.25,0
Perception_experience;Perceiver_passive,13,0.692307692307692,0.785714285714286,0.857142857142857,0.962962962962963
Perception_experience;Phenomenon,14,0.266666666666667,0.296296296296296,0.275862068965517,0.275862068965517
Perception_experience;State,1,0.4,0.333333333333333,0,0.4
Perception_experience;Time,2,0,0,0,0
Performers_and_roles;Performance,1,0,0,0,0
Performers_and_roles;Performer,1,0,0,0,0
Performers_and_roles;Role,2,0,0,0,0
Permitting;Principle,1,0,0,0,0
Personal_relationship;Partner_1,7,0.571428571428571,0.615384615384615,0.615384615384615,0.615384615384615
