fe,num_examples,baseline.fn,fn+exemplars,fn+exemplars+siblings,fn+exemplars+srl
Personal_relationship;Partner_2,4,0,0.444444444444444,0.444444444444444,0.4
Physical_artworks;Artifact,8,0,1,1,1
Physical_artworks;Creator,1,0,0,0,0
Physical_artworks;Represented,4,0,0.4,0.4,0.4
Place_weight_on;Agent,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Place_weight_on;Consideration,2,0.666666666666667,0,1,0
Placing;Agent,3,1,0.666666666666667,1,0.666666666666667
Placing;Cause,1,0,0,0,0
Placing;Goal,4,0.666666666666667,0.571428571428572,0.857142857142857,0.666666666666667
Placing;Theme,4,0.5,0.75,0.75,1
Point_of_dispute;Question,2,0,0.8,0.666666666666667,0.8
Political_locales;Constituent_parts,1,0,0,0,0
Political_locales;Container_possessor,1,0,0,0,0
Political_locales;Descriptor,4,0.285714285714286,0.285714285714286,0.666666666666667,0.285714285714286
Political_locales;Locale,35,0.971428571428571,0.971428571428571,0.971428571428571,0.971428571428571
Political_locales;Name,3,0.5,0.5,0.8,0.5
Political_locales;Population,1,1,0,0,0
Political_locales;Relative_location,2,0,0,0,0
Position_on_a_scale;Degree,1,0,0,0,0
Position_on_a_scale;Item,2,0.571428571428572,0.333333333333333,0.666666666666667,0.4
Position_on_a_scale;Value,3,0.75,0.75,0.75,0.75
Position_on_a_scale;Variable,2,0,0,0,0
Possession;Owner,63,0.790322580645161,0.838709677419355,0.848,0.796747967479675
Possession;Possession,64,0.609375,0.634920634920635,0.62992125984252,0.603174603174603
Possession;Time,1,0,0,0,0
Possibility;Possible_event,1,0,0,0,0
Posture;Agent,9,0.363636363636364,0.222222222222222,0.222222222222222,0.222222222222222
Posture;Depictive,1,0,0,0,0
Posture;Location,9,0,0.941176470588235,0.941176470588235,0.941176470588235
Predicament;Domain,3,0,0,0,0
Predicament;Experiencer,2,0,0.4,0.4,0.4
Predicament;Place,1,0,0,0,0
Predicament;Situation,5,0.769230769230769,0.666666666666667,0.769230769230769,0.769230769230769
Predicting;Eventuality,3,0,0.857142857142857,0.857142857142857,0.285714285714286
Predicting;Speaker,4,0.857142857142857,1,1,1
Predicting;Time,2,0,0,0,0
Predicting;Time_of_Eventuality,2,0,0,0,0
Prevarication;Addressee,2,0,0.666666666666667,0.666666666666667,0.666666666666667
Prevarication;Speaker,3,0.5,0.75,0.75,0.571428571428572
Prevarication;Topic,1,0,1,1,0
Preventing;Event,3,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667
Preventing;Preventing_cause,2,0.5,0.666666666666667,0.666666666666667,0.666666666666667
Prison;Penal_institution,3,0.8,1,1,1
Process_completed_state;Process,1,0,0,0,0
Process_continue;Duration,1,0,1,1,1
Process_continue;Event,6,0.333333333333333,0.5,0.5,0.333333333333333
Process_continue;Time,1,0,0,0,0
Process_end;Frequency,1,0,0,0,0
Process_end;Last_subevent,1,0,0,0,0
Process_end;Process,5,0.444444444444444,0.8,0.8,1
Process_end;Time,1,0,0,0,0
Processing_materials;Agent,2,0.666666666666667,0,0,0
Processing_materials;Material,8,0.666666666666667,0.533333333333333,0.666666666666667,0.533333333333333
Progress;Domain,1,0,0,0,0
Progress;Entity,3,1,0.666666666666667,0.571428571428572,0.4
Project;Activity,3,0,0,0,0
Project;Agent,9,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714
Project;Descriptor,1,0,0,0,0
Project;Field,2,0,0,0,0
Project;Goal,6,0.285714285714286,0,0,0
Project;Project,15,0.111111111111111,0.111111111111111,0.111111111111111,0.117647058823529
Project;Salient_entity,15,0.518518518518519,0.461538461538462,0.518518518518519,0.461538461538462
Proliferating_in_number;Set,1,0,0,0,0
Prominence;Entity,1,1,1,1,1
Proper_reference;Entity,1,0,0,0,0
Protecting;Asset,1,1,1,1,1
Protecting;Protection,1,0,0,0,0
Punctual_perception;Phenomenon,2,0,0.5,0.5,0.5
Purpose;Agent,11,0.782608695652174,0.818181818181818,0.818181818181818,0.818181818181818
Purpose;Domain,1,0,0,0,0
Purpose;Goal,14,0.642857142857143,0.64,0.740740740740741,0.64
Purpose;Means,1,0,0,0,0
Purpose;Value,1,0,0,0,0
Quantity;Individuals,42,0.585365853658537,0.581395348837209,0.568181818181818,0.558139534883721
Quantity;Mass,13,0,0.133333333333333,0.133333333333333,0.142857142857143
Quantity;Q_Prop,3,0.5,0.5,0.5,0.5
Quantity;Quantity,55,0.87719298245614,0.852173913043478,0.852173913043478,0.852173913043478
Quarreling;Issue,1,0,0,0,0
Questioning;Addressee,1,0,0,0,0
Questioning;Time,1,0,0,0,0
Questioning;Topic,1,0,1,0,1
Range;Distance,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Range;Instrument,1,0,0,0,0
Ranked_expectation;Entity,6,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Rape;Perpetrator,4,0,0.285714285714286,0,0
Rape;Result,1,0,0,0,0
Rape;Victim,1,1,0.666666666666667,0.666666666666667,0.666666666666667
Reading;Circumstances,1,0,0,0,0
Reading;Text,1,1,1,1,1
Reason;Action,4,0.666666666666667,0.857142857142857,0.857142857142857,0.857142857142857
Reason;State_of_Affairs,2,0,0,0,0
Receiving;Donor,1,1,1,1,1
Receiving;Place,1,0,0,0,0
Receiving;Purpose_of_theme,2,0,0,0,0
Receiving;Recipient,2,1,1,1,1
Receiving;Theme,2,1,0.5,0.5,0.5
Recovery;Affliction,1,0,1,1,1
Recovery;Patient,1,0,0,0.333333333333333,0
Redirecting;Goal,1,1,0,0,0
Redirecting;Theme,1,0,0,0,0
Reference_text;Information,2,0,0,0,0
Reference_text;Source_of_information,6,0.545454545454545,0.666666666666667,0.666666666666667,0.666666666666667
Regard;Cognizer,2,0,0,0,0
Regard;Evaluee,1,0,0,0,0
Regard;Judgment,1,0,0,0,0
Rejuvenation;Entity,2,0.5,0.5,1,1
Rejuvenation;Time,1,1,1,1,1
Relational_natural_features;Container_possessor,1,0,0,0,0
Relational_natural_features;Descriptor,1,0,0,0,0
Relational_natural_features;Focal_feature,2,1,1,1,1
Relational_quantity;Degree,2,0,0,0,0
Relational_quantity;Denoted_quantity,28,0.909090909090909,0.821428571428571,0.947368421052632,0.857142857142857
Relational_quantity;Individuals,19,0.4,0.222222222222222,0.285714285714286,0.384615384615385
Relational_quantity;Mass,6,0.5,0.666666666666667,0.6,0.666666666666667
Relational_quantity;Reference_quantity,6,0.285714285714286,0.666666666666667,0.666666666666667,0.666666666666667
Relative_time;Focal_occasion,22,0.256410256410256,0.372093023255814,0.454545454545455,0.428571428571429
Relative_time;Focal_participant,1,0,0,0,0
Relative_time;Interval,1,0,0,0,0
Relative_time;Landmark_occasion,11,0.476190476190476,0.444444444444444,0.571428571428571,0.5
Releasing;Agent,1,0,0,1,0
Releasing;Theme,1,1,1,1,1
Reliance;Intermediary,2,0,0,0,0
Reliance;Means,1,0,0,0,0
Reliance;Protagonist,2,0.5,0.5,0.5,0.5
Remainder;Location,1,1,0,0,0
Remainder;Remainder,6,0,1,0.909090909090909,0.909090909090909
Removing;Agent,2,0.666666666666667,1,1,0.5
Removing;Source,2,1,1,1,1
Removing;Theme,4,1,1,1,1
Render_nonfunctional;Agent,1,0,0,0,0
Render_nonfunctional;Artifact,1,0,0,0,0
Reparation;Gift,1,0,0,0,0
Reparation;Injury,1,0,0,0,0
Replacing;Old,1,0,1,0,1
Request;Addressee,6,0.666666666666667,0.909090909090909,0.909090909090909,0.909090909090909
Request;Manner,1,0,0,0,0
Request;Medium,2,0,0,0,0
Request;Message,6,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429
Request;Speaker,6,0.923076923076923,0.8,0.8,0.8
Request;Time,2,0.666666666666667,0,0,0
Required_event;Explanation,1,0,0,0,0
Required_event;Purpose,3,0,0,0,0
Required_event;Required_situation,18,0,0,0,0
Required_event;Time,1,0,0,0,0
Research;Researcher,1,0,0,0,0
Research;Topic,6,0.727272727272727,0,0.461538461538462,0
Research;Type,1,0,0,0,0
Residence;Location,2,0.333333333333333,0.333333333333333,0.333333333333333,0.4
Residence;Manner,1,0,0,0,0
Residence;Resident,3,0.857142857142857,0.5,0.5,0.571428571428572
Resolve_problem;Cause,1,0,0,0,0
Resolve_problem;Problem,2,1,1,1,1
Resolve_problem;Time,1,0,0,0,0
Response;Responding_entity,2,0,0,0,0
Response;Response,3,0.4,0,0,0
Response;Time,1,1,1,1,1
Response;Trigger,1,0,0,0,0
Reveal_secret;Containing_event,2,0,0,0,0
Reveal_secret;Information,5,0,1,1,1
Reveal_secret;Speaker,5,0.888888888888889,1,1,1
Reveal_secret;Time,2,1,0,0,0
Revenge;Manner,1,0,0,0,0
Revenge;Offender,3,0.8,0.8,0.8,0.8
Revenge;Punishment,3,0,0,0,0
Revenge;Time,1,0,0,0,0
Rewards_and_punishments;Agent,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Rewards_and_punishments;Evaluee,1,1,1,1,1
Rewards_and_punishments;Response_action,1,0,0,0,0
Ride_vehicle;Goal,9,0.285714285714286,0.461538461538462,0.461538461538462,0.461538461538462
Ride_vehicle;Source,4,0.333333333333333,0.421052631578947,0.421052631578947,0.421052631578947
Ride_vehicle;Theme,18,0,0.736842105263158,0.789473684210526,0.702702702702703
Ride_vehicle;Time,5,0,0,0,0
Ride_vehicle;Vehicle,18,0,0,0,0
Risky_situation;Dangerous_entity,1,0,0,0,0
Risky_situation;Degree,1,1,1,1,1
Risky_situation;Situation,1,0,0,0,0
Rite;Desired_state,1,0,0,0,0
Roadways;Characteristic,3,0,0.571428571428572,0.666666666666667,0.571428571428572
Roadways;Name,18,0.571428571428571,0.666666666666667,0.787878787878788,0.606060606060606
Roadways;Relative_location,1,0,0,0.666666666666667,0
Roadways;Roadway,29,1,1,1,1
Roadways;Use,1,0,0,0,0
Robbery;Goods,3,0.5,0,0,0
Robbery;Victim,1,0,0,0,0
Rotting;Time,1,0,0,0,0
Rotting;Undergoer,1,0,0,0,0
Scrutiny;Cognizer,8,0.4,0.470588235294118,0.470588235294118,0.588235294117647
Scrutiny;Ground,10,0.625,0.444444444444444,0.421052631578947,0.555555555555556
Scrutiny;Manner,2,0,0,0,0
Scrutiny;Medium,1,0,0,0,0
Scrutiny;Purpose,1,0,0,0,0
Secrecy_status;Phenomenon,4,0.75,0.5,0.75,0.5
Seeking;Cognizer_agent,5,0.5,0.888888888888889,0.888888888888889,1
Seeking;Ground,1,0,0,0,0
Seeking;Sought_entity,4,0.571428571428572,0.75,0.75,0.75
Seeking;Time,1,0,0,0,0
Seeking_to_achieve;Agent,3,0.666666666666667,0.4,0.666666666666667,0.4
Seeking_to_achieve;Sought_entity,1,0,0,0,0
Seeking_to_achieve;State_of_affairs,2,0.5,0.5,0.4,1
Self_motion;Area,3,0,0.4,0.4,0.4
Self_motion;Depictive,1,0,0,0,0
Self_motion;Direction,4,0,0,0,0
Self_motion;Distance,1,0,0,1,0
Self_motion;Duration,1,0,0,0,0
Self_motion;Goal,3,0,0.4,0.4,0.4
Self_motion;Manner,1,0,0,0.666666666666667,0
Self_motion;Path,6,0,0.666666666666667,0.666666666666667,0.666666666666667
Self_motion;Reason,1,0,0,0,0
Self_motion;Self_mover,8,0.625,0.705882352941177,0.823529411764706,0.666666666666667
Self_motion;Time,1,0,0,1,0
Sending;Goal,1,1,0.666666666666667,0.666666666666667,1
Sending;Purpose,1,0,1,0,0
Sending;Reason,1,0,0,0,0
Sending;Recipient,3,0,0.5,0.5,0
Sending;Sender,1,0.4,0.666666666666667,0.666666666666667,0.666666666666667
Sending;Theme,5,0.2,0.2,0.2,0.6
Sensation;Percept,2,0,0,0,0.666666666666667
Sentencing;Convict,3,0,0.666666666666667,0.571428571428572,0.571428571428572
Sentencing;Court,3,0,0,0,0
Sentencing;Depictive,1,0,0,0,0
Sentencing;Sentence,4,0,0.727272727272727,0.727272727272727,0.727272727272727
Sentencing;Term_of_sentence,3,0,0,0.4,0
Separating;Parts,1,0,0,0,0
Separating;Whole,1,1,1,1,1
Setting_fire;Flammables,1,0,0,0,0
Setting_fire;Kindler,1,0,0,0,0
Setting_fire;Time,1,0,0,0,0
Shapes;Shape,1,0,1,1,1
Shapes;Substance,1,0,0,0,0
Sharpness;Entity,1,1,1,1,1
Shoot_projectiles;Agent,1,0,0,0,0
Shoot_projectiles;Projectile,1,0,0,0,0
Shopping;Goods,1,0,0,0,0
Sign_agreement;Agreement,7,0.307692307692308,0.285714285714286,0.428571428571429,0.285714285714286
Sign_agreement;Signatory,8,0.714285714285714,0.571428571428572,0.714285714285714,0.714285714285714
Sign_agreement;Time,4,1,1,1,0.857142857142857
Similarity;Dimension,1,0,0,0,0
Similarity;Entities,4,0.285714285714286,0.666666666666667,0.75,0.666666666666667
Similarity;Entity_1,8,0.5,0.4,0.4,0.666666666666667
Similarity;Entity_2,7,0.4,0.428571428571429,0.428571428571429,0.428571428571429
Simple_name;Term,1,0,0,0,0
Size;Degree,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Smuggling;Goal,1,1,1,1,1
Smuggling;Goods,1,1,1,1,1
Smuggling;Perpetrator,1,0,1,1,1
Social_connection;Connection,1,0,0,0,0
Social_connection;Individual1,1,1,0,1,0
Social_connection;Individual2,1,1,1,1,1
Social_event;Name,1,0,0,0,0
Social_event;Occasion,1,0,0,0,0
Social_event;Refreshment,1,0,0,0,0
Social_event;Social_event,4,0,1,1,1
Social_interaction_evaluation;Behavior,1,0,0,0,0
Sole_instance;Item,1,0,0,0,0
Sole_instance;Type,4,0,0,0,0
Sounds;Component_sound,1,0,0,0,0
Sounds;Location_of_sound_source,1,0,0,0,0
Sounds;Sound_source,2,0.8,1,1,1
Source_of_getting;Descriptor,1,0.666666666666667,0.5,0.5,0.5
Source_of_getting;Source,3,1,1,1,1
Source_of_getting;Theme,3,0,0.5,0.5,0.5
Speak_on_topic;Speaker,1,0,1,1,1
Speak_on_topic;Topic,1,1,0,0,0
Speed;Attribute,1,0,0,1,0
Speed;Degree,1,0,0,0,0
Speed;Entity,1,0,0,0,0
Stage_of_progress;Entity,4,0.5,0.5,0.5,0.5
State_continue;Depictive,1,0,0,0,0
State_continue;Entity,7,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429
State_continue;State,7,0.571428571428571,0.857142857142857,1,0.923076923076923
State_continue;Time,1,0,0,0,0
Statement;Addressee,1,0,0,0,0
Statement;Degree,1,0,0,0,0
Statement;Manner,1,0,0,0,0
Statement;Medium,1,0,0,0,0
Statement;Message,69,0.586466165413534,0.571428571428571,0.577777777777778,0.616541353383459
Statement;Place,1,0,0,0,0
Statement;Speaker,68,0.775193798449612,0.794117647058823,0.811594202898551,0.823529411764706
Statement;Time,15,0.518518518518519,0.125,0,0.125
Statement;Topic,5,0,0,0,0
Stimulus_focus;Degree,1,0,1,1,1
Stimulus_focus;Experiencer,1,0,0,0,0
Stimulus_focus;Stimulus,8,0.266666666666667,0.222222222222222,0.222222222222222,0.222222222222222
Store;Descriptor,1,0,0,0,0
Store;Possessor,1,1,1,0,1
Store;Resource,6,0.4,0.545454545454545,0.545454545454545,0.545454545454545
Store;Supply,3,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Storing;Agent,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Storing;Location,3,0,0,0,0
Storing;Place,1,0,0,0,0
Storing;Theme,3,0.333333333333333,0.333333333333333,0.333333333333333,1
Strictness;Agent,1,0,0,0,0
Strictness;Degree,1,0,0,0,0
Submitting_documents;Documents,1,1,1,1,0
Submitting_documents;Time,1,1,1,1,1
Subordinates_and_superiors;Subordinate,1,0,0,0,0
Subordinates_and_superiors;Superior,1,0,0,0,0
Substance;Constituents,1,0,0,0,0
Substance;Substance,17,0.971428571428571,0.971428571428571,0.971428571428571,0.971428571428571
Substance;Type,2,0,0,0,0
Substance;Use,1,0,0,0,0
Successful_action;Goal,3,1,0,0,0
Successful_action;Means,4,0,0,0,0
Sufficiency;Enabled_situation,1,0,1,1,1
Sufficiency;Item,1,0.666666666666667,0.5,0.5,0.5
Sufficiency;Scale,2,0,0,0,0
Suitability;Evaluee,1,0,0,0,1
Suitability;Purpose,1,1,1,1,1
Supply;Circumstances,1,0,0,0,0
Supply;Purpose_of_recipient,1,0,0,0,0
Supply;Recipient,5,0,0.75,0.8,0.888888888888889
Supply;Supplier,7,0.266666666666667,0.428571428571429,0.5,0.571428571428571
Supply;Theme,10,0.5,0.631578947368421,0.526315789473684,0.631578947368421
Supporting;Supported,1,0,0,0,0
Supporting;Supporter,2,1,1,1,1
Surrendering_possession;Surrenderer,1,0,1,1,1
Surrendering_possession;Theme,1,0,1,1,1
Suspicion;Incident,3,0,1,1,1
Suspicion;Suspect,3,1,1,1,1
System;Complex,11,0.916666666666667,0.916666666666667,0.916666666666667,0.916666666666667
System;Component_entities,3,0,0,0,0
System;Descriptor,1,0,0,0,0
System;Function,4,0.25,0.222222222222222,0.222222222222222,0
Take_place_of;New,3,0.4,0.666666666666667,0.666666666666667,0.666666666666667
Take_place_of;Old,3,0.8,0.8,0.8,0.8
Taking;Agent,3,0.8,0.571428571428572,0.5,0.666666666666667
Taking;Place,1,0,1,0.666666666666667,0
Taking_sides;Action,1,0,0,0,0
Taking_sides;Cognizer,3,0.333333333333333,0,0.5,0
Taking_sides;Side,3,0.4,0.4,0.4,0.8
Taking_time;Activity,3,0.8,0.8,0.4,0.8
Taking_time;Degree,1,1,1,1,1
Taking_time;Time_length,1,0,0,0,0
Telling;Addressee,5,1,1,1,1
Telling;Manner,1,0,0,0,0
Telling;Message,4,0.444444444444444,0.5,0.5,0.5
Telling;Speaker,5,1,1,1,1
Telling;Time,2,0,0,0,0
Temporal_collocation;Event_description,1,0,0,0,0
Temporal_collocation;Landmark_event,11,0.470588235294118,0.153846153846154,0.133333333333333,0.142857142857143
Temporal_collocation;Landmark_period,21,0.91304347826087,0.790697674418605,0.844444444444444,0.863636363636364
Temporal_collocation;Trajector_entity,5,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
Temporal_collocation;Trajector_event,46,0.0533333333333333,0.0256410256410256,0.0481927710843373,0.0526315789473684
Temporal_subregion;Sub_part,12,1,0.8,0.8,0.8
Temporal_subregion;Time_period,11,0.818181818181818,0.695652173913043,0.727272727272727,0.695652173913043
Temporary_stay;Guest,1,0,1,1,1
Temporary_stay;Location,1,0,0,1,0
Terms_of_agreement;Agreement,1,0,0,0,0
Terms_of_agreement;Regulated_entity,1,0,0,0,0
Terms_of_agreement;Requirements,1,1,0,0,0
Terrorism;Act,1,1,1,1,1
Text;Author,4,0.333333333333333,0.4,0.333333333333333,0.4
Text;Components,1,0,0,0,0
Text_creation;Addressee,1,0,0,0,0
Text_creation;Author,3,1,0.857142857142857,1,0.857142857142857
Text_creation;Form,2,0,0,0,0
Text_creation;Place,1,0,0,0,0
Text_creation;Text,5,0.6,0.8,0.8,0.6
Theft;Goods,2,0.5,0.5,0.4,0.8
Theft;Perpetrator,1,0,0,0,0
Thriving;Entity,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Thwarting;Action,2,0.666666666666667,1,1,1
Thwarting;Preventing_cause,2,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
Thwarting;Protagonist,1,1,1,1,1
Time_vector;Direction,21,0.545454545454545,0.615384615384615,0.585365853658537,0.578947368421053
Time_vector;Distance,9,0.615384615384615,0.615384615384615,0.615384615384615,0.615384615384615
Time_vector;Event,29,0.0317460317460318,0.0338983050847458,0,0.0327868852459016
Time_vector;Landmark_event,25,0.784313725490196,0.521739130434783,0.775510204081633,0.6
Topic;Communicator,2,0,0,0,0
Topic;Text,3,0,0,0,0
Topic;Topic,8,0.625,0.625,0.5,0.5
Touring;Attraction,2,0,0.666666666666667,0.666666666666667,0.666666666666667
Touring;Duration,1,0,0,0,0
Touring;Means,1,0,0,0,0
Touring;Tourist,5,0,0,0,0
Transfer;Recipient,2,1,1,1,1
Transfer;Theme,2,1,1,1,1
Transfer;Time,1,0,1,1,1
Travel;Area,1,0,0,0,0
Travel;Duration,1,0,0,0,0
Travel;Frequency,3,0,0,0,0
Travel;Goal,3,0,0,0,0
Travel;Path,1,0,0,0,0
Travel;Traveler,6,0,0.307692307692308,0.307692307692308,0.153846153846154
Traversing;Direction,1,0,0,0,0
Traversing;Path,4,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
Traversing;Theme,5,0.4,0.4,0.4,1
Trendiness;Behavior,1,0,0,0,0
Trial;Case,3,0,0.857142857142857,0.857142857142857,0.857142857142857
Trial;Defendant,2,0,0,0,0
Trust;Cognizer,2,1,1,1,1
Trust;Information,1,0,0,0,0
Trust;Source,1,0,0,0,0
Try_defendant;Defendant,2,0,1,1,1
Try_defendant;Governing_authority,2,0,0,0,0
Type;Category,6,0.8,0.833333333333333,0.833333333333333,0.833333333333333
Type;Item_Property,2,0,0,0,0
Type;Subtype,6,1,1,1,1
Type;Type_Property,1,0,0,0,0
Typicality;Entity,2,1,1,1,1
Unattributed_information;Explanation,1,0,0,0,0
Unattributed_information;Reported_fact,11,0.105263157894737,0.19047619047619,0.19047619047619,0.19047619047619
Unattributed_information;Time,2,0,0,0,0
Undergo_change;Attribute,2,0,0,0,0
Undergo_change;Entity,1,1,0.4,0.4,0.5
Undergo_change;Manner,1,0,0,0,0
Undergoing;Entity,2,0,0.5,0.5,0.5
Used_up;Resource,1,0,1,1,1
Usefulness;Degree,2,0.666666666666667,0.5,0.8,0.5
Usefulness;Entity,5,0.4,0.4,0.4,0.4
Usefulness;Purpose,2,1,0.8,0.8,1
Usefulness;Time,1,0,1,1,1
Using;Agent,5,0.285714285714286,0.2,0.666666666666667,0.25
Using;Containing_event,1,0,0,0,0
Using;Degree,1,0,1,1,1
Using;Instrument,15,0.551724137931034,0.571428571428572,0.642857142857143,0.666666666666667
Using;Manner,1,0,0,0,0
Using;Purpose,7,0.545454545454545,0.5,0.461538461538462,0.5
Using;Role,2,0,0.666666666666667,0.666666666666667,0.666666666666667
Using;Time,2,0,0,0,0
Vehicle;Descriptor,4,0.333333333333333,0.444444444444444,0.4,0.5
Vehicle;Itinerary,11,0,0,0,0
Vehicle;Possessor,2,0.5,0,0,0
Vehicle;Use,1,0,0,0,0
Vehicle;Vehicle,52,0.990476190476191,0.990476190476191,0.990476190476191,0.990476190476191
Verdict;Charges,1,0,0,1,0
Verdict;Defendant,3,0,0.4,0.4,0.4
Verdict;Finding,3,0,0.666666666666667,0.666666666666667,0.666666666666667
Verdict;Place,1,0,0,0,0
Verification;Inspector,4,0,0.857142857142857,0.857142857142857,0.666666666666667
Verification;Time,1,0,0,0,0
Verification;Unconfirmed_content,6,0.666666666666667,0.666666666666667,0.727272727272727,0.166666666666667
Visiting;Agent,6,0.769230769230769,0.615384615384615,0.769230769230769,0.615384615384615
Visiting;Entity,1,0,1,1,1
Waiting;Duration,1,0,0,0,0
Waiting;Expected_event,3,0,0,0,0
Waiting;Place,3,0,0,0,0
Waiting;Protagonist,7,0.6,0.666666666666667,0.533333333333333,0.571428571428571
Waiting;Purpose,2,0,0,0,0
Waiting;Salient_entity,3,0,0,0,0
Waiting;Time,1,0,0,0,0
Waking_up;Sleeper,1,0,1,1,1
Waking_up;Time,1,0,0,0,0
Wealthiness;Institution,1,0,0,0,0
Wealthiness;Person,1,0,1,1,1
Weapon;Name,3,0.5,0,0.5,0
Weapon;Type,8,0.941176470588235,0.933333333333333,0.933333333333333,0.933333333333333
Weapon;Use,3,0,0,0,0
Weapon;Weapon,65,0.814814814814815,0.823529411764706,0.823529411764706,0.823529411764706
Wearing;Clothing,1,0,1,1,0
Wearing;Time,1,0,0,0,0
Wearing;Wearer,1,0,0,0,0
Weather;Specification,2,0,0,0,0
Weather;Time,2,0,0,0,0
Withdraw_from_participation;Organization,2,0,1,1,1
Withdraw_from_participation;Participant,3,0.8,0.571428571428572,0.285714285714286,0.333333333333333
Working_on;Agent,2,0.666666666666667,1,1,1
Working_on;Degree,1,0,1,1,1
Working_on;Goal,1,0,0,0,0
Working_on;Manner,1,0,0,0,0
Working_on;Salient_entity,1,0,0,0,0
